organism_files	abundance	mutation_rate	estimated_freq
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007045.1_ASM704v1_genomic.fna.gz	0.008553831521628601	0.023126160950772204	0.0082
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007085.1_ASM708v1_genomic.fna.gz	0.0016772358278132533	0.05514977021311618	0.0027
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007105.1_ASM710v1_genomic.fna.gz	0.005111595999547977	0.01641277506361415	0.0041
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007125.1_ASM712v1_genomic.fna.gz	0.012263697967570122	0.05467619444653364	0.0132
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007145.1_ASM714v1_genomic.fna.gz	0.006377539786736089	0.03818711760642967	0.0051
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007165.1_ASM716v1_genomic.fna.gz	0.006225385220373382	0.045895340276746556	0.0053
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007205.1_ASM720v1_genomic.fna.gz	0.010518720555753322	0.018857211537117863	0.011
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007245.1_ASM724v1_genomic.fna.gz	0.007872431204969452	0.021042089325589076	0.0076
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007265.1_ASM726v1_genomic.fna.gz	0.011494689997944606	0.048704327588094516	0.0108
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007285.1_ASM728v1_genomic.fna.gz	0.010050237162412325	0.012917680375804335	0.0095
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007325.1_ASM732v1_genomic.fna.gz	0.01789242024072717	0.024916750468166167	0.0174
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007365.1_ASM736v1_genomic.fna.gz	0.008065273975414256	0.042544510973680255	0.0083
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007385.1_ASM738v1_genomic.fna.gz	0.026173566050560825	0.023606400596200554	0.0247
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007405.1_ASM740v1_genomic.fna.gz	0.004205845124755231	0.032884692094277926	0.0046
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007425.1_ASM742v1_genomic.fna.gz	0.0010370311784533464	0.06533396721421278	0.0
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007445.1_ASM744v1_genomic.fna.gz	0.003912022124300917	0.06552141237206661	0.0
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007465.2_ASM746v2_genomic.fna.gz	0.0013236454200417096	0.0440049954745	0.002
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007485.1_ASM748v1_genomic.fna.gz	0.019295998155770006	0.04200825309934016	0.0195
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007505.1_ASM750v1_genomic.fna.gz	0.0005253382437187671	0.010891601477993687	0.0
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007525.1_ASM752v1_genomic.fna.gz	0.010765277941625538	0.0686739558041203	0.0113
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007545.1_ASM754v1_genomic.fna.gz	0.008675045301981179	0.044381734241991155	0.0096
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007565.2_ASM756v2_genomic.fna.gz	0.01871211049808957	0.05750541977659745	0.0185
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007585.1_ASM758v1_genomic.fna.gz	0.0024262194940543294	0.04369344161658214	0.0023
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007605.1_ASM760v1_genomic.fna.gz	0.021260723329085813	0.06264011449389609	0.0213
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007625.1_ASM762v1_genomic.fna.gz	0.004739467052830604	0.04505174971184054	0.0057
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007645.1_ASM764v1_genomic.fna.gz	0.015367633060419866	0.05253098958213732	0.0154
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007665.1_ASM766v1_genomic.fna.gz	0.0038381622641833683	0.018912007081387516	0.0026
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007685.1_ASM768v1_genomic.fna.gz	0.023554868282199295	0.035707044338073785	0.0231
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007705.1_ASM770v1_genomic.fna.gz	0.004307137498343793	0.05163340398054471	0.0048
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007725.1_ASM772v1_genomic.fna.gz	0.0019724699228371484	0.01627718467137119	0.0019
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007745.1_ASM774v1_genomic.fna.gz	0.005451735310940075	0.03637631426647543	0.0046
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007765.2_ASM776v2_genomic.fna.gz	0.0010731785799450951	0.019972128862272023	0.002
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007785.1_ASM778v1_genomic.fna.gz	0.01882273956615353	0.040418717755842846	0.0202
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007805.1_ASM780v1_genomic.fna.gz	0.0017923599176528876	0.05914215184817276	0.0
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007825.1_ASM782v1_genomic.fna.gz	0.005301268917420319	0.015406404083466312	0.0054
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007845.1_ASM784v1_genomic.fna.gz	0.03157689317042619	0.058004125041648716	0.0314
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007865.1_ASM786v1_genomic.fna.gz	0.0480380993304664	0.043907581237468275	0.0483
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007885.1_ASM788v1_genomic.fna.gz	0.006664848937835781	0.045360862700836446	0.0048
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007905.1_ASM790v1_genomic.fna.gz	0.019133866831078664	0.021886039432976137	0.0198
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007925.1_ASM792v1_genomic.fna.gz	0.0031665368494269396	0.03616709532033006	0.0035
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007945.1_ASM794v1_genomic.fna.gz	0.009950158799880038	0.027754225733250246	0.0102
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000007985.2_ASM798v2_genomic.fna.gz	0.025498366611121318	0.012253460556500662	0.0267
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008005.1_ASM800v1_genomic.fna.gz	0.008364531151817149	0.011841090422376776	0.0108
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008025.1_ASM802v1_genomic.fna.gz	0.009757092958623571	0.03718630001207401	0.0101
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008045.1_ASM804v1_genomic.fna.gz	0.00043830459132849646	0.05469184461700407	0.0
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008065.1_ASM806v1_genomic.fna.gz	0.004833140981438597	0.04343772437418382	0.004
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008105.1_ASM810v1_genomic.fna.gz	0.0009073749938468454	0.03310681597392919	0.0
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008125.1_ASM812v1_genomic.fna.gz	0.00398672290935914	0.020084367851957118	0.0043
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008145.1_ASM814v1_genomic.fna.gz	0.004391911642982542	0.060295679242221574	0.0033
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008165.1_ASM816v1_genomic.fna.gz	0.016258037761654427	0.04594310784768956	0.0
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008185.1_ASM818v1_genomic.fna.gz	0.0004460196811269387	0.05696288909469827	0.0
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008205.1_ASM820v1_genomic.fna.gz	0.006138350995643107	0.06091055091368288	0.0027
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008225.1_ASM822v1_genomic.fna.gz	0.004136830201619482	0.04618977855172209	0.0037
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008245.1_ASM824v1_genomic.fna.gz	0.01106806821622823	0.05686363703741693	0.0112
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008285.1_ASM828v1_genomic.fna.gz	0.004650329876820865	0.04694421256201416	0.0058
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008305.1_ASM830v1_genomic.fna.gz	0.00048182986235894594	0.0112699114703293	0.0008
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008325.1_ASM832v1_genomic.fna.gz	0.02318233406505972	0.05502787662924947	0.0231
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008345.1_ASM834v1_genomic.fna.gz	0.01575755701328276	0.020562527997021636	0.0154
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008365.1_ASM836v1_genomic.fna.gz	0.0230179434614792	0.03751085237423638	0.0233
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008385.1_ASM838v1_genomic.fna.gz	0.005911000599474081	0.04078736246393471	0.0054
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008405.1_ASM840v1_genomic.fna.gz	0.010175374415565161	0.03904125341720955	0.0098
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008425.1_ASM842v1_genomic.fna.gz	0.007879810859640745	0.06066314767236086	0.0084
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008445.1_ASM844v1_genomic.fna.gz	0.009962797759737975	0.020488833689327163	0.011
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008465.1_ASM846v1_genomic.fna.gz	0.003326088591467126	0.010878092506194995	0.0028
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008485.1_ASM848v1_genomic.fna.gz	0.003914700911363681	0.06092584430867393	0.0034
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008505.1_ASM850v1_genomic.fna.gz	0.0002813952995924367	0.05456047463796605	0.0
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008525.1_ASM852v1_genomic.fna.gz	0.003949035251730748	0.037401852119210335	0.0033
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008545.1_ASM854v1_genomic.fna.gz	0.00303152693196197	0.03501390442296267	0.0037
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008565.1_ASM856v1_genomic.fna.gz	0.008919315617594133	0.017003770656817796	0.0098
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008585.1_ASM858v1_genomic.fna.gz	0.00911710623564083	0.030320747979360387	0.0088
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008605.1_ASM860v1_genomic.fna.gz	0.007050313168888459	0.015679542444619183	0.0068
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008625.1_ASM862v1_genomic.fna.gz	0.00378912329635903	0.052949852365078855	0.0032
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008685.2_ASM868v2_genomic.fna.gz	0.0007263282052802848	0.014625124264962317	0.0008
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008725.1_ASM872v1_genomic.fna.gz	0.042159736340954546	0.022357015502138353	0.0417
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008745.1_ASM874v1_genomic.fna.gz	0.004539797045131154	0.044426573887072135	0.0037
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008765.1_ASM876v1_genomic.fna.gz	0.007473415829705252	0.02762989331222608	0.0083
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008785.1_ASM878v1_genomic.fna.gz	0.0412969922473085	0.0493436045628759	0.0411
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008805.1_ASM880v1_genomic.fna.gz	0.006356801373076112	0.05821410086459318	0.0068
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008865.2_ASM886v2_genomic.fna.gz	0.004190379673499009	0.031072810179784527	0.0056
/data/sew347/Estimating_Unknown/files/organism_files_10kplus/genome_files/GCA_000008885.1_ASM888v1_genomic.fna.gz	0.00802305224740067	0.015606422616626023	0.0077
